"","month","town","flat_type","block","street_name","storey_range","floor_area_sqm","flat_model","lease_commence_date","resale_price"
"4274","2012-04","WOODLANDS","5 ROOM","541","WOODLANDS DR 16","06 TO 10",115,"Improved",2000,418000
"4275","2012-04","WOODLANDS","5 ROOM","779","WOODLANDS CRES","11 TO 15",120,"Improved",1997,420000
"4276","2012-04","WOODLANDS","4 ROOM","511","WOODLANDS DR 14","01 TO 05",107,"Premium Apartment",1999,420000
"4277","2012-04","WOODLANDS","5 ROOM","582","WOODLANDS DR 16","06 TO 10",110,"Improved",2001,420000
"4278","2012-04","WOODLANDS","5 ROOM","168","WOODLANDS ST 11","06 TO 10",121,"Improved",1986,420000
"4279","2012-04","WOODLANDS","4 ROOM","628B","WOODLANDS RING RD","01 TO 05",100,"Model A",1998,421000
"4280","2012-04","WOODLANDS","4 ROOM","896C","WOODLANDS DR 50","06 TO 10",99,"Model A",1997,423888
"4281","2012-04","WOODLANDS","4 ROOM","689E","WOODLANDS DR 75","11 TO 15",90,"Premium Apartment",2004,425000
"4282","2012-04","WOODLANDS","4 ROOM","371","WOODLANDS AVE 1","01 TO 05",105,"Model A",1996,425000
"4283","2012-04","WOODLANDS","5 ROOM","764A","WOODLANDS CIRCLE","01 TO 05",111,"Improved",2003,425000
"4284","2012-04","WOODLANDS","5 ROOM","504","WOODLANDS DR 14","01 TO 05",122,"Improved",1999,425000
"4285","2012-04","WOODLANDS","5 ROOM","552","WOODLANDS DR 44","01 TO 05",120,"Improved",2000,427000
"4286","2012-04","WOODLANDS","4 ROOM","899A","WOODLANDS DR 50","06 TO 10",100,"Model A",1997,428000
"4287","2012-04","WOODLANDS","5 ROOM","779","WOODLANDS CRES","01 TO 05",123,"Improved",1997,428500
"4288","2012-04","WOODLANDS","5 ROOM","37","MARSILING DR","06 TO 10",121,"Standard",1978,428888
"4289","2012-04","WOODLANDS","4 ROOM","717","WOODLANDS DR 70","06 TO 10",101,"Model A",1997,430000
"4290","2012-04","WOODLANDS","4 ROOM","684D","WOODLANDS DR 73","01 TO 05",103,"Premium Apartment",2000,430000
"4291","2012-04","WOODLANDS","4 ROOM","355","WOODLANDS AVE 1","01 TO 05",105,"Model A",1996,433000
"4292","2012-04","WOODLANDS","4 ROOM","354","WOODLANDS AVE 1","06 TO 10",103,"Model A",1996,433000
"4293","2012-04","WOODLANDS","4 ROOM","683A","WOODLANDS DR 62","06 TO 10",103,"Premium Apartment",2000,433000
"4294","2012-04","WOODLANDS","4 ROOM","526","WOODLANDS DR 14","06 TO 10",104,"Premium Apartment",2000,435000
"4295","2012-04","WOODLANDS","4 ROOM","429","WOODLANDS ST 41","06 TO 10",104,"Model A",1996,435000
"4296","2012-04","WOODLANDS","5 ROOM","762","WOODLANDS AVE 6","11 TO 15",121,"Improved",1998,435000
"4297","2012-04","WOODLANDS","5 ROOM","787C","WOODLANDS CRES","01 TO 05",122,"Improved",1997,435000
"4298","2012-04","WOODLANDS","5 ROOM","897B","WOODLANDS DR 50","01 TO 05",118,"Improved",1997,435000
"4299","2012-04","WOODLANDS","5 ROOM","758","WOODLANDS AVE 6","06 TO 10",122,"Improved",1998,438000
"4300","2012-04","WOODLANDS","5 ROOM","769","WOODLANDS DR 60","06 TO 10",120,"Improved",1997,438000
"4301","2012-04","WOODLANDS","4 ROOM","523","WOODLANDS DR 14","06 TO 10",105,"Premium Apartment",2000,438800
"4302","2012-04","WOODLANDS","4 ROOM","520","WOODLANDS DR 14","06 TO 10",104,"Premium Apartment",2000,439000
"4303","2012-04","WOODLANDS","4 ROOM","353","WOODLANDS AVE 1","06 TO 10",105,"Model A",1996,440000
"4304","2012-04","WOODLANDS","4 ROOM","526","WOODLANDS DR 14","11 TO 15",105,"Premium Apartment",2000,440000
"4305","2012-04","WOODLANDS","4 ROOM","873","WOODLANDS ST 81","11 TO 15",115,"Model A",1996,440000
"4306","2012-04","WOODLANDS","4 ROOM","364","WOODLANDS AVE 5","01 TO 05",105,"Model A",1996,442000
"4307","2012-04","WOODLANDS","4 ROOM","522","WOODLANDS DR 14","06 TO 10",102,"Premium Apartment",2000,443000
"4308","2012-04","WOODLANDS","4 ROOM","688F","WOODLANDS DR 75","11 TO 15",90,"Premium Apartment",2004,443000
"4309","2012-04","WOODLANDS","4 ROOM","318","WOODLANDS ST 31","06 TO 10",112,"Model A",1993,443000
"4310","2012-04","WOODLANDS","5 ROOM","748","WOODLANDS CIRCLE","06 TO 10",122,"Improved",1998,444000
"4311","2012-04","WOODLANDS","5 ROOM","757","WOODLANDS AVE 4","11 TO 15",121,"Improved",1997,445000
"4312","2012-04","WOODLANDS","5 ROOM","787B","WOODLANDS CRES","01 TO 05",122,"Improved",1997,445500
"4313","2012-04","WOODLANDS","4 ROOM","514","WOODLANDS DR 14","06 TO 10",107,"Premium Apartment",1999,448000
"4314","2012-04","WOODLANDS","5 ROOM","537","WOODLANDS DR 16","06 TO 10",120,"Improved",2000,448000
"4315","2012-04","WOODLANDS","5 ROOM","752","WOODLANDS CIRCLE","06 TO 10",122,"Improved",1998,449000
"4316","2012-04","WOODLANDS","5 ROOM","538","WOODLANDS DR 16","11 TO 15",120,"Improved",2000,450000
"4317","2012-04","WOODLANDS","4 ROOM","514","WOODLANDS DR 14","06 TO 10",105,"Premium Apartment",1999,451000
"4318","2012-04","WOODLANDS","4 ROOM","510","WOODLANDS DR 14","06 TO 10",107,"Premium Apartment",1999,453000
"4319","2012-04","WOODLANDS","4 ROOM","516","WOODLANDS DR 14","01 TO 05",107,"Premium Apartment",1999,453000
"4320","2012-04","WOODLANDS","5 ROOM","708","WOODLANDS DR 70","06 TO 10",119,"Improved",1996,453000
"4321","2012-04","WOODLANDS","4 ROOM","688E","WOODLANDS DR 75","11 TO 15",90,"Premium Apartment",2004,453500
"4322","2012-04","WOODLANDS","5 ROOM","736","WOODLANDS CIRCLE","01 TO 05",122,"Improved",1998,454500
"4323","2012-04","WOODLANDS","5 ROOM","791","WOODLANDS AVE 6","06 TO 10",121,"Improved",1997,455000
"4324","2012-04","WOODLANDS","5 ROOM","714","WOODLANDS DR 70","01 TO 05",119,"Improved",1997,455000
"4325","2012-04","WOODLANDS","5 ROOM","880","WOODLANDS ST 82","11 TO 15",125,"Improved",1996,455000
"4326","2012-04","WOODLANDS","5 ROOM","167","WOODLANDS ST 11","01 TO 05",135,"Model A",1994,457000
"4327","2012-04","WOODLANDS","5 ROOM","899C","WOODLANDS DR 50","01 TO 05",118,"Improved",1997,458000
"4328","2012-04","WOODLANDS","5 ROOM","589","WOODLANDS DR 16","11 TO 15",111,"Improved",2001,460000
"4329","2012-04","WOODLANDS","5 ROOM","167","WOODLANDS ST 11","01 TO 05",135,"Model A",1994,460000
"4330","2012-04","WOODLANDS","5 ROOM","342","WOODLANDS AVE 1","01 TO 05",136,"Model A",1995,462000
"4331","2012-04","WOODLANDS","5 ROOM","897C","WOODLANDS DR 50","01 TO 05",118,"Improved",1997,463000
"4332","2012-04","WOODLANDS","5 ROOM","530","WOODLANDS DR 14","01 TO 05",125,"Premium Apartment",1999,465000
"4333","2012-04","WOODLANDS","5 ROOM","414","WOODLANDS ST 41","11 TO 15",128,"Improved",1996,470000
"4334","2012-04","WOODLANDS","5 ROOM","682C","WOODLANDS DR 73","01 TO 05",124,"Premium Apartment",2000,473000
"4335","2012-04","WOODLANDS","5 ROOM","413","WOODLANDS ST 41","11 TO 15",126,"Improved",1996,475000
"4336","2012-04","WOODLANDS","5 ROOM","365","WOODLANDS AVE 5","01 TO 05",123,"Improved",1996,478000
"4337","2012-04","WOODLANDS","5 ROOM","686A","WOODLANDS DR 73","06 TO 10",114,"Premium Apartment",2003,478000
"4338","2012-04","WOODLANDS","5 ROOM","687A","WOODLANDS DR 75","01 TO 05",115,"Premium Apartment",2003,479000
"4339","2012-04","WOODLANDS","5 ROOM","347","WOODLANDS AVE 3","11 TO 15",122,"Improved",1988,480000
"4340","2012-04","WOODLANDS","5 ROOM","408","WOODLANDS ST 41","06 TO 10",131,"Model A",1996,480000
"4341","2012-04","WOODLANDS","5 ROOM","690E","WOODLANDS DR 75","06 TO 10",110,"Premium Apartment",2004,480888
"4342","2012-04","WOODLANDS","5 ROOM","685C","WOODLANDS DR 73","06 TO 10",114,"Premium Apartment",2002,485000
"4343","2012-04","WOODLANDS","5 ROOM","673","WOODLANDS DR 71","06 TO 10",110,"Improved",2000,486000
"4344","2012-04","WOODLANDS","5 ROOM","687C","WOODLANDS DR 75","06 TO 10",114,"Premium Apartment",2003,489800
"4345","2012-04","WOODLANDS","5 ROOM","846","WOODLANDS AVE 4","06 TO 10",132,"Model A",1996,490000
"4346","2012-04","WOODLANDS","5 ROOM","523","WOODLANDS DR 14","01 TO 05",124,"Premium Apartment",2000,495000
"4347","2012-04","WOODLANDS","5 ROOM","525","WOODLANDS DR 14","06 TO 10",129,"Premium Apartment",2000,5e+05
"4348","2012-04","WOODLANDS","5 ROOM","684C","WOODLANDS DR 62","01 TO 05",121,"Premium Apartment",2000,5e+05
"4349","2012-04","WOODLANDS","5 ROOM","510","WOODLANDS DR 14","06 TO 10",125,"Premium Apartment",1999,503500
"4350","2012-04","WOODLANDS","5 ROOM","524","WOODLANDS DR 14","06 TO 10",127,"Premium Apartment",2000,508000
"4351","2012-04","WOODLANDS","5 ROOM","518","WOODLANDS DR 14","06 TO 10",127,"Premium Apartment",2000,511000
"4352","2012-04","WOODLANDS","EXECUTIVE","585","WOODLANDS DR 16","06 TO 10",131,"Apartment",2001,519000
"4353","2012-04","WOODLANDS","5 ROOM","524","WOODLANDS DR 14","06 TO 10",125,"Premium Apartment",2000,526000
"4354","2012-04","WOODLANDS","EXECUTIVE","893D","WOODLANDS DR 50","01 TO 05",145,"Maisonette",1996,529000
"4355","2012-04","WOODLANDS","EXECUTIVE","865","WOODLANDS ST 83","11 TO 15",145,"Apartment",1996,538000
"4356","2012-04","WOODLANDS","EXECUTIVE","532","WOODLANDS DR 14","06 TO 10",144,"Premium Apartment",1999,540000
"4357","2012-04","WOODLANDS","EXECUTIVE","789","WOODLANDS AVE 6","01 TO 05",144,"Maisonette",1997,541000
"4358","2012-04","WOODLANDS","EXECUTIVE","788C","WOODLANDS CRES","01 TO 05",141,"Apartment",1999,541000
"4359","2012-04","WOODLANDS","EXECUTIVE","359","WOODLANDS AVE 5","01 TO 05",143,"Apartment",1996,550000
"4360","2012-04","WOODLANDS","EXECUTIVE","325","WOODLANDS ST 32","01 TO 05",163,"Apartment",1995,560000
"4361","2012-04","WOODLANDS","EXECUTIVE","357","WOODLANDS AVE 5","06 TO 10",143,"Apartment",1996,565000
"4362","2012-04","WOODLANDS","EXECUTIVE","788C","WOODLANDS CRES","06 TO 10",143,"Maisonette",1999,565000
"4363","2012-04","WOODLANDS","EXECUTIVE","646","WOODLANDS RING RD","01 TO 05",141,"Apartment",1998,565000
"4364","2012-04","WOODLANDS","EXECUTIVE","819","WOODLANDS ST 82","01 TO 05",151,"Maisonette",1989,573000
"4365","2012-04","WOODLANDS","EXECUTIVE","656","WOODLANDS RING RD","06 TO 10",144,"Maisonette",1998,578000
"4366","2012-04","WOODLANDS","EXECUTIVE","788E","WOODLANDS CRES","06 TO 10",143,"Maisonette",1999,598000
"4367","2012-04","WOODLANDS","EXECUTIVE","111","WOODLANDS ST 13","01 TO 05",161,"Apartment",1995,6e+05
"4368","2012-04","WOODLANDS","EXECUTIVE","331","WOODLANDS AVE 1","06 TO 10",176,"Apartment",1994,655000
"4369","2012-04","WOODLANDS","EXECUTIVE","322","WOODLANDS ST 32","01 TO 05",172,"Apartment",1994,657000
"4370","2012-04","WOODLANDS","EXECUTIVE","816","WOODLANDS ST 82","06 TO 10",179,"Apartment",1994,665000
"4371","2012-04","WOODLANDS","EXECUTIVE","821","WOODLANDS ST 82","11 TO 15",161,"Apartment",1995,673000
"4372","2012-04","WOODLANDS","EXECUTIVE","404","WOODLANDS ST 41","11 TO 15",179,"Apartment",1995,685000
"4373","2012-04","WOODLANDS","EXECUTIVE","847","WOODLANDS ST 82","06 TO 10",179,"Apartment",1995,685000
"5079","2012-05","CENTRAL AREA","3 ROOM","637","VEERASAMY RD","01 TO 05",73,"Model A",1985,381800
"5080","2012-05","CENTRAL AREA","3 ROOM","9","SELEGIE RD","06 TO 10",56,"Standard",1974,390000
"5081","2012-05","CENTRAL AREA","3 ROOM","4","TG PAGAR PLAZA","01 TO 05",59,"Improved",1977,413000
"5082","2012-05","CENTRAL AREA","3 ROOM","34","UPP CROSS ST","06 TO 10",65,"Improved",1975,425000
"5083","2012-05","CENTRAL AREA","3 ROOM","4","SAGO LANE","06 TO 10",67,"Improved",1974,435000
"5084","2012-05","CENTRAL AREA","3 ROOM","29","KELANTAN RD","11 TO 15",74,"Improved",1977,440000
"5085","2012-05","CENTRAL AREA","4 ROOM","671A","KLANG LANE","01 TO 05",75,"Model A",2003,480000
"5086","2012-05","CENTRAL AREA","3 ROOM","269B","QUEEN ST","06 TO 10",67,"New Generation",1984,498000
"5087","2012-05","CENTRAL AREA","4 ROOM","335B","SMITH ST","06 TO 10",89,"Improved",1984,585000
"5088","2012-05","CENTRAL AREA","5 ROOM","672A","KLANG LANE","11 TO 15",106,"Improved",2002,643000
"5462","2012-05","JURONG EAST","3 ROOM","416","PANDAN GDNS","01 TO 05",74,"Improved",1982,274000
"5463","2012-05","JURONG EAST","3 ROOM","416","PANDAN GDNS","01 TO 05",74,"Improved",1982,282000
"5464","2012-05","JURONG EAST","3 ROOM","410","PANDAN GDNS","01 TO 05",73,"Improved",1979,285000
"5465","2012-05","JURONG EAST","3 ROOM","47","TEBAN GDNS RD","01 TO 05",68,"New Generation",1985,290500
"5466","2012-05","JURONG EAST","3 ROOM","43","TEBAN GDNS RD","01 TO 05",68,"New Generation",1985,295000
"5467","2012-05","JURONG EAST","3 ROOM","36","TEBAN GDNS RD","01 TO 05",74,"Improved",1977,295000
"5468","2012-05","JURONG EAST","3 ROOM","36","TEBAN GDNS RD","06 TO 10",77,"Improved",1977,312000
"5469","2012-05","JURONG EAST","4 ROOM","53","TEBAN GDNS RD","01 TO 05",83,"Simplified",1986,316000
"5470","2012-05","JURONG EAST","3 ROOM","308","JURONG EAST ST 32","06 TO 10",74,"Model A",1984,317000
"5471","2012-05","JURONG EAST","3 ROOM","211","JURONG EAST ST 21","01 TO 05",67,"New Generation",1983,325000
"5472","2012-05","JURONG EAST","3 ROOM","215","JURONG EAST ST 21","01 TO 05",67,"New Generation",1984,330000
"5473","2012-05","JURONG EAST","3 ROOM","301","JURONG EAST ST 32","06 TO 10",67,"New Generation",1983,333000
"5474","2012-05","JURONG EAST","3 ROOM","257","JURONG EAST ST 24","06 TO 10",67,"New Generation",1983,334000
"5475","2012-05","JURONG EAST","3 ROOM","115","JURONG EAST ST 13","06 TO 10",67,"New Generation",1981,337000
"5476","2012-05","JURONG EAST","3 ROOM","210","JURONG EAST ST 21","06 TO 10",67,"New Generation",1983,338000
"5477","2012-05","JURONG EAST","3 ROOM","243","JURONG EAST ST 24","06 TO 10",67,"New Generation",1983,340000
"5478","2012-05","JURONG EAST","3 ROOM","101","JURONG EAST ST 13","01 TO 05",68,"New Generation",1983,343000
"5479","2012-05","JURONG EAST","3 ROOM","225A","JURONG EAST ST 21","06 TO 10",67,"New Generation",1984,344000
"5480","2012-05","JURONG EAST","3 ROOM","302","JURONG EAST ST 32","06 TO 10",67,"New Generation",1983,346000
"5481","2012-05","JURONG EAST","3 ROOM","313","JURONG EAST ST 32","06 TO 10",79,"Model A",1984,347000
"5482","2012-05","JURONG EAST","3 ROOM","341","JURONG EAST AVE 1","11 TO 15",74,"Model A",1983,350000
"5483","2012-05","JURONG EAST","3 ROOM","351","JURONG EAST ST 31","01 TO 05",74,"Model A",1986,360000
"5484","2012-05","JURONG EAST","3 ROOM","410","PANDAN GDNS","06 TO 10",86,"Improved",1979,360000
"5485","2012-05","JURONG EAST","3 ROOM","101","JURONG EAST ST 13","11 TO 15",68,"New Generation",1983,365000
"5486","2012-05","JURONG EAST","4 ROOM","44","TEBAN GDNS RD","01 TO 05",98,"New Generation",1985,370000
"5487","2012-05","JURONG EAST","3 ROOM","210","JURONG EAST ST 21","01 TO 05",82,"New Generation",1983,373000
"5488","2012-05","JURONG EAST","4 ROOM","41","TEBAN GDNS RD","01 TO 05",99,"New Generation",1981,375000
"5489","2012-05","JURONG EAST","4 ROOM","41","TEBAN GDNS RD","11 TO 15",103,"New Generation",1981,380000
"5490","2012-05","JURONG EAST","3 ROOM","231","JURONG EAST ST 21","06 TO 10",82,"New Generation",1981,395000
"5491","2012-05","JURONG EAST","4 ROOM","218","JURONG EAST ST 21","01 TO 05",91,"New Generation",1984,397000
"5492","2012-05","JURONG EAST","4 ROOM","47","TEBAN GDNS RD","11 TO 15",93,"New Generation",1985,398000
"5493","2012-05","JURONG EAST","4 ROOM","251","JURONG EAST ST 24","01 TO 05",90,"New Generation",1982,4e+05
"5494","2012-05","JURONG EAST","4 ROOM","25","TEBAN GDNS RD","06 TO 10",107,"Model A",1993,405000
"5495","2012-05","JURONG EAST","4 ROOM","113","JURONG EAST ST 13","06 TO 10",94,"New Generation",1981,410000
"5496","2012-05","JURONG EAST","4 ROOM","339","JURONG EAST AVE 1","01 TO 05",104,"Model A",1983,417000
"5497","2012-05","JURONG EAST","4 ROOM","321","JURONG EAST ST 31","01 TO 05",104,"Model A",1984,418000
"5498","2012-05","JURONG EAST","4 ROOM","320","JURONG EAST ST 31","06 TO 10",105,"Model A",1984,434000
"5499","2012-05","JURONG EAST","4 ROOM","211","JURONG EAST ST 21","01 TO 05",97,"New Generation",1983,438000
"5500","2012-05","JURONG EAST","4 ROOM","275","TOH GUAN RD","01 TO 05",90,"Model A2",1998,439000
"5501","2012-05","JURONG EAST","4 ROOM","65","TEBAN GDNS RD","06 TO 10",90,"Model A",2003,441000
"5502","2012-05","JURONG EAST","4 ROOM","282","TOH GUAN RD","01 TO 05",92,"Model A2",1998,443000
"5503","2012-05","JURONG EAST","5 ROOM","305","JURONG EAST ST 32","01 TO 05",121,"Improved",1983,443000
"5504","2012-05","JURONG EAST","4 ROOM","275","TOH GUAN RD","06 TO 10",90,"Model A2",1998,447000
"5505","2012-05","JURONG EAST","4 ROOM","62","TEBAN GDNS RD","16 TO 20",91,"Model A",2003,463000
"5506","2012-05","JURONG EAST","5 ROOM","63","TEBAN GDNS RD","01 TO 05",115,"Improved",2003,495000
"5507","2012-05","JURONG EAST","5 ROOM","234","JURONG EAST ST 21","01 TO 05",130,"Improved",1982,510000
"5508","2012-05","JURONG EAST","5 ROOM","312","JURONG EAST ST 32","06 TO 10",135,"Model A",1984,515000
"5509","2012-05","JURONG EAST","4 ROOM","285B","TOH GUAN RD","11 TO 15",102,"Model A",1998,522000
"5510","2012-05","JURONG EAST","5 ROOM","220","JURONG EAST ST 21","16 TO 20",118,"Improved",1985,595000
"5511","2012-05","JURONG EAST","EXECUTIVE","337","JURONG EAST AVE 1","11 TO 15",149,"Maisonette",1985,610000
"5512","2012-05","JURONG EAST","EXECUTIVE","325","JURONG EAST ST 31","11 TO 15",141,"Apartment",1985,616000
"5513","2012-05","JURONG EAST","5 ROOM","288B","JURONG EAST ST 21","11 TO 15",124,"Improved",2000,620000
"5514","2012-05","JURONG EAST","5 ROOM","116","JURONG EAST ST 13","16 TO 20",120,"Improved",1981,680000
"5515","2012-05","JURONG EAST","EXECUTIVE","286C","TOH GUAN RD","01 TO 05",144,"Apartment",1998,688000
"5516","2012-05","JURONG EAST","EXECUTIVE","287D","JURONG EAST ST 21","11 TO 15",145,"Maisonette",1998,740000
"6474","2012-05","WOODLANDS","2 ROOM","16","MARSILING LANE","01 TO 05",45,"Improved",1984,242000
"6475","2012-05","WOODLANDS","3 ROOM","19","MARSILING LANE","01 TO 05",60,"Improved",1987,273000
"6476","2012-05","WOODLANDS","3 ROOM","24","MARSILING DR","01 TO 05",67,"New Generation",1977,275000
"6477","2012-05","WOODLANDS","3 ROOM","206","MARSILING DR","01 TO 05",68,"New Generation",1981,280000
"6478","2012-05","WOODLANDS","3 ROOM","22","MARSILING DR","06 TO 10",67,"New Generation",1977,292000
"6479","2012-05","WOODLANDS","3 ROOM","2","MARSILING DR","11 TO 15",65,"Improved",1974,293000
"6480","2012-05","WOODLANDS","3 ROOM","23","MARSILING DR","06 TO 10",67,"New Generation",1977,293000
"6481","2012-05","WOODLANDS","3 ROOM","202","MARSILING DR","01 TO 05",68,"New Generation",1981,295000
"6482","2012-05","WOODLANDS","3 ROOM","22","MARSILING DR","01 TO 05",67,"New Generation",1977,295000
"6483","2012-05","WOODLANDS","3 ROOM","217","MARSILING CRES","11 TO 15",74,"Model A",1982,298000
"6484","2012-05","WOODLANDS","3 ROOM","125","MARSILING RISE","06 TO 10",69,"Improved",1985,3e+05
"6485","2012-05","WOODLANDS","3 ROOM","23","MARSILING DR","11 TO 15",67,"New Generation",1977,301000
"6486","2012-05","WOODLANDS","3 ROOM","22","MARSILING DR","06 TO 10",67,"New Generation",1977,303000
"6487","2012-05","WOODLANDS","3 ROOM","202","MARSILING DR","11 TO 15",68,"New Generation",1981,303000
"6488","2012-05","WOODLANDS","3 ROOM","204","MARSILING DR","06 TO 10",68,"New Generation",1981,305000
"6489","2012-05","WOODLANDS","3 ROOM","206","MARSILING DR","06 TO 10",68,"New Generation",1981,308500
"6490","2012-05","WOODLANDS","3 ROOM","149","WOODLANDS ST 13","01 TO 05",68,"New Generation",1985,310000
"6491","2012-05","WOODLANDS","3 ROOM","212","MARSILING CRES","01 TO 05",74,"Model A",1983,313000
"6492","2012-05","WOODLANDS","3 ROOM","217","MARSILING CRES","11 TO 15",74,"Model A",1982,313000
"6493","2012-05","WOODLANDS","3 ROOM","848","WOODLANDS ST 82","01 TO 05",69,"New Generation",1995,313000
"6494","2012-05","WOODLANDS","3 ROOM","17","MARSILING LANE","01 TO 05",75,"Improved",1984,315000
"6495","2012-05","WOODLANDS","3 ROOM","411","WOODLANDS ST 41","01 TO 05",68,"New Generation",1995,317000
"6496","2012-05","WOODLANDS","3 ROOM","149","WOODLANDS ST 13","06 TO 10",68,"New Generation",1985,320000
"6497","2012-05","WOODLANDS","3 ROOM","148","WOODLANDS ST 13","06 TO 10",68,"New Generation",1985,320000
"6498","2012-05","WOODLANDS","4 ROOM","5","MARSILING DR","06 TO 10",90,"Improved",1974,321000
"6499","2012-05","WOODLANDS","3 ROOM","161","WOODLANDS ST 13","01 TO 05",73,"Model A",1990,330000
"6500","2012-05","WOODLANDS","4 ROOM","25","MARSILING DR","06 TO 10",92,"New Generation",1977,336000
"6501","2012-05","WOODLANDS","4 ROOM","203","MARSILING DR","01 TO 05",93,"New Generation",1981,338000
"6502","2012-05","WOODLANDS","4 ROOM","7","MARSILING DR","11 TO 15",90,"Improved",1976,340000
"6503","2012-05","WOODLANDS","4 ROOM","29","MARSILING DR","06 TO 10",97,"New Generation",1979,342000
"6504","2012-05","WOODLANDS","3 ROOM","317","WOODLANDS ST 31","06 TO 10",73,"Model A",1993,345000
"6505","2012-05","WOODLANDS","4 ROOM","217","MARSILING CRES","01 TO 05",104,"Model A",1982,345000
"6506","2012-05","WOODLANDS","4 ROOM","855","WOODLANDS ST 83","01 TO 05",84,"Simplified",1993,345000
"6507","2012-05","WOODLANDS","4 ROOM","217","MARSILING CRES","01 TO 05",104,"Model A",1982,348000
"6508","2012-05","WOODLANDS","4 ROOM","154","WOODLANDS ST 13","06 TO 10",91,"New Generation",1986,350000
"6509","2012-05","WOODLANDS","3 ROOM","310","WOODLANDS ST 31","11 TO 15",73,"Model A",1993,350000
"6510","2012-05","WOODLANDS","4 ROOM","205","MARSILING DR","11 TO 15",94,"New Generation",1980,351000
"6511","2012-05","WOODLANDS","4 ROOM","113","WOODLANDS ST 13","11 TO 15",91,"New Generation",1987,353000
"6512","2012-05","WOODLANDS","4 ROOM","321","WOODLANDS ST 32","01 TO 05",89,"Simplified",1994,355000
"6513","2012-05","WOODLANDS","3 ROOM","319","WOODLANDS ST 31","11 TO 15",73,"Model A",1993,356000
"6514","2012-05","WOODLANDS","4 ROOM","843","WOODLANDS ST 82","11 TO 15",84,"Simplified",1994,357000
"6515","2012-05","WOODLANDS","3 ROOM","158","WOODLANDS ST 13","11 TO 15",73,"Model A",1990,358000
"6516","2012-05","WOODLANDS","4 ROOM","148","WOODLANDS ST 13","01 TO 05",93,"New Generation",1985,358000
"6517","2012-05","WOODLANDS","3 ROOM","157","WOODLANDS ST 13","06 TO 10",73,"Model A",1985,360000
"6518","2012-05","WOODLANDS","4 ROOM","825","WOODLANDS ST 81","01 TO 05",84,"Simplified",1990,360000
"6519","2012-05","WOODLANDS","4 ROOM","577","WOODLANDS DR 16","06 TO 10",91,"Model A",2000,365000
"6520","2012-05","WOODLANDS","4 ROOM","618","WOODLANDS AVE 4","01 TO 05",92,"Model A2",1998,365000
"6521","2012-05","WOODLANDS","4 ROOM","101","WOODLANDS ST 13","01 TO 05",92,"New Generation",1985,365000
"6522","2012-05","WOODLANDS","4 ROOM","335","WOODLANDS ST 32","01 TO 05",83,"Simplified",1985,368000
"6523","2012-05","WOODLANDS","4 ROOM","757","WOODLANDS AVE 4","01 TO 05",103,"Model A",1997,370000
"6524","2012-05","WOODLANDS","4 ROOM","105","WOODLANDS ST 13","06 TO 10",91,"New Generation",1985,370000
"6525","2012-05","WOODLANDS","4 ROOM","824","WOODLANDS ST 81","06 TO 10",84,"Simplified",1989,370000
"6526","2012-05","WOODLANDS","4 ROOM","113","WOODLANDS ST 13","06 TO 10",91,"New Generation",1987,370800
"6527","2012-05","WOODLANDS","4 ROOM","171","WOODLANDS ST 11","06 TO 10",91,"New Generation",1985,371000
"6528","2012-05","WOODLANDS","4 ROOM","312","WOODLANDS ST 31","01 TO 05",89,"Simplified",1989,371000
"6529","2012-05","WOODLANDS","4 ROOM","401","WOODLANDS ST 41","01 TO 05",106,"Model A",1995,372000
"6530","2012-05","WOODLANDS","4 ROOM","626","WOODLANDS AVE 6","01 TO 05",90,"Model A2",1998,374500
"6531","2012-05","WOODLANDS","4 ROOM","620","WOODLANDS DR 52","01 TO 05",96,"Model A2",1998,375000
"6532","2012-05","WOODLANDS","4 ROOM","5A","MARSILING DR","06 TO 10",90,"Model A",2002,375000
"6533","2012-05","WOODLANDS","4 ROOM","105","WOODLANDS ST 13","06 TO 10",91,"New Generation",1985,376000
"6534","2012-05","WOODLANDS","4 ROOM","899B","WOODLANDS DR 50","01 TO 05",99,"Model A",1997,378000
"6535","2012-05","WOODLANDS","4 ROOM","579","WOODLANDS DR 16","01 TO 05",90,"Model A",2001,378000
"6536","2012-05","WOODLANDS","4 ROOM","579","WOODLANDS DR 16","01 TO 05",91,"Model A",2001,379888
"6537","2012-05","WOODLANDS","5 ROOM","216","MARSILING LANE","06 TO 10",118,"Improved",1981,380000
"6538","2012-05","WOODLANDS","4 ROOM","33","MARSILING DR","01 TO 05",98,"New Generation",1978,380000
"6539","2012-05","WOODLANDS","4 ROOM","108","WOODLANDS ST 13","06 TO 10",91,"New Generation",1987,380000
"6540","2012-05","WOODLANDS","4 ROOM","429","WOODLANDS ST 41","01 TO 05",104,"Model A",1996,384000
"6541","2012-05","WOODLANDS","4 ROOM","791","WOODLANDS AVE 6","01 TO 05",100,"Model A",1997,384000
"6542","2012-05","WOODLANDS","4 ROOM","624A","WOODLANDS DR 52","01 TO 05",100,"Model A",1998,384000
"6543","2012-05","WOODLANDS","4 ROOM","624B","WOODLANDS DR 52","01 TO 05",100,"Model A",1998,385000
"6544","2012-05","WOODLANDS","4 ROOM","751","WOODLANDS CIRCLE","01 TO 05",103,"Model A",1998,385000
"6545","2012-05","WOODLANDS","4 ROOM","775","WOODLANDS CRES","11 TO 15",91,"Model A2",1997,385000
